,labels,samples_per_cluster,silhouette_score
cluster_60,"[52 28 49 47 51  5  5  5 10  5 53 30 14 14 13 25  2 50  2 25  0 28  0 28
 37 10 13 13 13 10 13 13 13 13 13 10 10 13 10 13  6  6  6  6  6  7 10 10
  7  6 13  6  7  7  6  5  7 11 11  5  6  6  6 28 28 57 35 48 40 34  6  9
  7 20 20 46  4 46  3 24 39 38  1 41 43  9 44 20 18 55 59 36  1 31  3 10
 10 10 10 10 21 56  3 17 28  3 28 19  1 54 23 33 45  4 32 28 28 28 28  6
 28 28 28 28 28 28 28  3  3 28 27 16 16 28 28 58 42 42 28 28 28 28 22 22
 28  8 28 28 28 28 28  0 29 42 42 42 28 28 28 12 42 28 28 28 28 58 28 28
 28 28 22 28 28 28 15 28 28 28 28  0 26 28 28  0 28 22 28 28 22 28 28 28
 28 28 28 12 42 42 42 28 28 28 28 28 28 28 28 28 28 28 28 22 28 28 28 28
 28 28 28 28 28]","{28: 81, 6: 13, 10: 13, 13: 12, 42: 9, 3: 6, 5: 6, 7: 6, 22: 6, 0: 5, 1: 3, 20: 3, 16: 2, 25: 2, 46: 2, 14: 2, 12: 2, 11: 2, 9: 2, 58: 2, 4: 2, 2: 2, 41: 1, 43: 1, 44: 1, 45: 1, 47: 1, 48: 1, 54: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 39: 1, 55: 1, 56: 1, 57: 1, 40: 1, 30: 1, 38: 1, 37: 1, 8: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 26: 1, 27: 1, 29: 1, 31: 1, 32: 1, 33: 1, 34: 1, 35: 1, 36: 1, 59: 1}",0.558935134709265
cluster_61,"[52 28 49 47 51  5  5  5 10  5 53 30 29 29 13 25  2 50  2 25 14 28 14 28
 37 10 13 13 13 10 13 13 13 13 13 10 10 13 10 13  6  6  6  6  6  7 10 10
  7  6 13  6  7  7  6  5  7 11 11  5  6  6  6 28 28 57 35 48 40 34  6  4
  7  9  9 46  1 46  3 24 39 38  0 41 43  4 44  9 18 55 59 36  0 31  3 10
 10 10 10 10 21 56  3 17 28  3 28 19  0 54 23 33 45  1 32 28 28 28 28  6
 28 28 28 28 28 28 28  3  3 28 27 16 16 28 28 58 20 20 28 28 28 28 22 22
 28  8 28 28 28 28 28 42 60 20 20 20 28 28 28 12 20 28 28 28 28 58 28 28
 28 28 22 28 28 28 15 28 28 28 28 42 26 28 28 42 28 22 28 28 22 28 28 28
 28 28 28 12 20 20 20 28 28 28 28 28 28 28 28 28 28 28 28 22 28 28 28 28
 28 28 28 28 28]","{28: 81, 10: 13, 6: 13, 13: 12, 20: 9, 3: 6, 5: 6, 7: 6, 22: 6, 42: 3, 0: 3, 9: 3, 11: 2, 12: 2, 2: 2, 46: 2, 1: 2, 29: 2, 4: 2, 25: 2, 16: 2, 14: 2, 58: 2, 54: 1, 43: 1, 44: 1, 45: 1, 47: 1, 48: 1, 49: 1, 40: 1, 57: 1, 56: 1, 50: 1, 51: 1, 55: 1, 52: 1, 53: 1, 59: 1, 41: 1, 30: 1, 39: 1, 38: 1, 8: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 26: 1, 27: 1, 31: 1, 32: 1, 33: 1, 34: 1, 35: 1, 36: 1, 37: 1, 60: 1}",0.5634810804051951
cluster_62,"[52 28 49 47 51  5  5  5 10  5 53 61 29 29 13 25  2 50  2 25 14 28 14 28
 37 10 13 13 13 10 13 13 13 13 13 10 10 13 10 13  6  6  6  6  6  3 10 10
  3  6 13  6  3  3  6  5  3 11 11  5  6  6  6 28 28 57 35 48 40 34  6  4
  3  9  9 46  0 46  1 24 39 38  7 41 43  4 44  9 18 55 59 36  7 31  1 10
 10 10 10 10 21 56  1 17 28  1 28 19 30 54 23 33 45  0 32 28 28 28 28  6
 28 28 28 28 28 28 28  1  1 28 27 16 16 28 28 58 20 20 28 28 28 28 22 22
 28  8 28 28 28 28 28 42 60 20 20 20 28 28 28 12 20 28 28 28 28 58 28 28
 28 28 22 28 28 28 15 28 28 28 28 42 26 28 28 42 28 22 28 28 22 28 28 28
 28 28 28 12 20 20 20 28 28 28 28 28 28 28 28 28 28 28 28 22 28 28 28 28
 28 28 28 28 28]","{28: 81, 10: 13, 6: 13, 13: 12, 20: 9, 1: 6, 3: 6, 5: 6, 22: 6, 42: 3, 9: 3, 7: 2, 46: 2, 2: 2, 29: 2, 4: 2, 11: 2, 25: 2, 14: 2, 58: 2, 12: 2, 16: 2, 0: 2, 54: 1, 49: 1, 43: 1, 44: 1, 45: 1, 41: 1, 47: 1, 48: 1, 60: 1, 53: 1, 50: 1, 56: 1, 59: 1, 51: 1, 52: 1, 55: 1, 57: 1, 31: 1, 40: 1, 26: 1, 8: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 27: 1, 39: 1, 30: 1, 32: 1, 33: 1, 34: 1, 35: 1, 36: 1, 37: 1, 38: 1, 61: 1}",0.5600197477520109
cluster_63,"[52 28 49 47 51  5  5  5 10  5 53 61 29 29 13 25  2 50  2 25 14 28 14 28
 37 10 13 13 13 10 13 13 13 13 13 10 10 13 10 13  6  6  6  6  6  3 10 10
  3  6 13  6  3  3  6  5  3 11 11  5  6  6  6 28 28 57 35 48 40 34  6  1
  3  4  4 46 62 46  0 24 39 38  7 41 43  1 44  4 18 55 59 36  7 31  0 10
 10 10 10 10 21 56  0 17 28  0 28 19 30 54 23 33 45 42 32 28 28 28 28  6
 28 28 28 28 28 28 28  0  0 28 27 16 16 28 28 58  9  9 28 28 28 28 22 22
 28  8 28 28 28 28 28 20 60  9  9  9 28 28 28 12  9 28 28 28 28 58 28 28
 28 28 22 28 28 28 15 28 28 28 28 20 26 28 28 20 28 22 28 28 22 28 28 28
 28 28 28 12  9  9  9 28 28 28 28 28 28 28 28 28 28 28 28 22 28 28 28 28
 28 28 28 28 28]","{28: 81, 6: 13, 10: 13, 13: 12, 9: 9, 0: 6, 3: 6, 22: 6, 5: 6, 20: 3, 4: 3, 25: 2, 58: 2, 2: 2, 1: 2, 11: 2, 46: 2, 16: 2, 14: 2, 7: 2, 12: 2, 29: 2, 44: 1, 45: 1, 51: 1, 47: 1, 43: 1, 48: 1, 49: 1, 50: 1, 61: 1, 52: 1, 53: 1, 54: 1, 55: 1, 56: 1, 41: 1, 57: 1, 59: 1, 60: 1, 42: 1, 31: 1, 40: 1, 26: 1, 8: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 27: 1, 39: 1, 30: 1, 32: 1, 33: 1, 34: 1, 35: 1, 36: 1, 37: 1, 38: 1, 62: 1}",0.5502268591541105
cluster_64,"[52 28 49 47 51  5  5  5 10  5 53 61 29 29 13 25  2 50  2 25 14 28 14 28
 37 10 13 13 13 10 13 13 13 13 13 10 10 13 10 13  6  6  6  6  6  3 10 10
  3  6 13  6  3  3  6  5  3 11 11  5  6  6  6 28 28 57 35 48 40 34  6  0
  3  1  1 46 62 46  7 24 39 38 15 41 43  0 44  1 18 55 59 36 15 63  9 10
 10 10 10 10 21 56  9 17 28  9 28 19 30 54 23 33 45 42 32 28 28 28 28  6
 28 28 28 28 28 28 28  7  7 28 27 16 16 28 28 58  4  4 28 28 28 28 22 22
 28  8 28 28 28 28 28 20 60  4  4  4 28 28 28 12  4 28 28 28 28 58 28 28
 28 28 22 28 28 28 31 28 28 28 28 20 26 28 28 20 28 22 28 28 22 28 28 28
 28 28 28 12  4  4  4 28 28 28 28 28 28 28 28 28 28 28 28 22 28 28 28 28
 28 28 28 28 28]","{28: 81, 6: 13, 10: 13, 13: 12, 4: 9, 3: 6, 5: 6, 22: 6, 20: 3, 7: 3, 1: 3, 9: 3, 0: 2, 46: 2, 29: 2, 25: 2, 58: 2, 11: 2, 16: 2, 15: 2, 2: 2, 14: 2, 12: 2, 62: 1, 44: 1, 45: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 61: 1, 52: 1, 53: 1, 60: 1, 54: 1, 55: 1, 56: 1, 57: 1, 42: 1, 59: 1, 43: 1, 32: 1, 41: 1, 27: 1, 8: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 26: 1, 30: 1, 40: 1, 31: 1, 33: 1, 34: 1, 35: 1, 36: 1, 37: 1, 38: 1, 39: 1, 63: 1}",0.548869793767319
cluster_65,"[52 28 49 47 51  5  5  5  4  5 53 61 29 29 13 25  2 50  2 25 14 28 14 28
 37  4 13 13 13  4 13 13 13 13 13  4  4 13  4 13  6  6  6  6  6  3  4  4
  3  6 13  6  3  3  6  5  3 11 11  5  6  6  6 28 28 57 35 48 40 34  6 64
  3  0  0 22 62 22  7 24 39 38 15 41 43 46 44  0 18 55 59 36 15 63  9  4
  4  4  4  4 21 56  9 17 28  9 28 19 30 54 23 33 45 42 32 28 28 28 28  6
 28 28 28 28 28 28 28  7  7 28 27 16 16 28 28 58  1  1 28 28 28 28 10 10
 28  8 28 28 28 28 28 20 60  1  1  1 28 28 28 12  1 28 28 28 28 58 28 28
 28 28 10 28 28 28 31 28 28 28 28 20 26 28 28 20 28 10 28 28 10 28 28 28
 28 28 28 12  1  1  1 28 28 28 28 28 28 28 28 28 28 28 28 10 28 28 28 28
 28 28 28 28 28]","{28: 81, 4: 13, 6: 13, 13: 12, 1: 9, 10: 6, 3: 6, 5: 6, 20: 3, 0: 3, 9: 3, 7: 3, 12: 2, 11: 2, 29: 2, 2: 2, 25: 2, 58: 2, 22: 2, 15: 2, 16: 2, 14: 2, 48: 1, 45: 1, 47: 1, 46: 1, 50: 1, 51: 1, 52: 1, 53: 1, 49: 1, 59: 1, 54: 1, 55: 1, 56: 1, 57: 1, 43: 1, 60: 1, 61: 1, 62: 1, 63: 1, 44: 1, 32: 1, 42: 1, 41: 1, 8: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 26: 1, 27: 1, 30: 1, 31: 1, 33: 1, 34: 1, 35: 1, 36: 1, 37: 1, 38: 1, 39: 1, 40: 1, 64: 1}",0.5457216814695705
cluster_66,"[52 13 49 47 51  5  5  5  4  5 53 61 29 29  6 25  0 50  0 25 14 13 14 13
 37  4  6  6  6  4  6  6  6  6  6  4  4  6  4  6  2  2  2  2  2  3  4  4
  3  2  6  2  3  3  2  5  3 11 11  5  2  2  2 13 13 57 35 48 40 34  2 64
  3 58 58 22 62 22  7 24 39 38 15 41 43 46 44 65 18 55 59 36 15 63  9  4
  4  4  4  4 21 56  9 17 13  9 13 19 30 54 23 33 45 42 32 13 13 13 13  2
 13 13 13 13 13 13 13  7  7 13 27 16 16 13 13 28  1  1 13 13 13 13 10 10
 13  8 13 13 13 13 13 20 60  1  1  1 13 13 13 12  1 13 13 13 13 28 13 13
 13 13 10 13 13 13 31 13 13 13 13 20 26 13 13 20 13 10 13 13 10 13 13 13
 13 13 13 12  1  1  1 13 13 13 13 13 13 13 13 13 13 13 13 10 13 13 13 13
 13 13 13 13 13]","{13: 81, 2: 13, 4: 13, 6: 12, 1: 9, 3: 6, 5: 6, 10: 6, 20: 3, 7: 3, 9: 3, 29: 2, 28: 2, 25: 2, 58: 2, 22: 2, 0: 2, 16: 2, 14: 2, 12: 2, 11: 2, 15: 2, 46: 1, 47: 1, 48: 1, 49: 1, 53: 1, 50: 1, 51: 1, 52: 1, 45: 1, 60: 1, 54: 1, 55: 1, 56: 1, 57: 1, 59: 1, 43: 1, 61: 1, 62: 1, 63: 1, 64: 1, 44: 1, 33: 1, 42: 1, 41: 1, 8: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 26: 1, 27: 1, 30: 1, 31: 1, 32: 1, 34: 1, 35: 1, 36: 1, 37: 1, 38: 1, 39: 1, 40: 1, 65: 1}",0.5431734718713402
cluster_67,"[52 13 49 47 51  5  5  5  4  5 53 61 29 29  6 25 66 50 63 25 14 13 14 13
 37  4  6  6  6  4  6  6  6  6  6  4  4  6  4  6  2  2  2  2  2  1  4  4
  1  2  6  2  1  1  2  5  1 11 11  5  2  2  2 13 13 57 35 48 40 34  2 64
  1 58 58 22 62 22  3 24 39 38  7 41 43 46 44 65 18 55 59 36  7 31  9  4
  4  4  4  4 21 56  9 17 13  9 13 19 30 54 23 33 45 42 32 13 13 13 13  2
 13 13 13 13 13 13 13  3  3 13 27 16 16 13 13 28  0  0 13 13 13 13 10 10
 13  8 13 13 13 13 13 20 60  0  0  0 13 13 13 12  0 13 13 13 13 28 13 13
 13 13 10 13 13 13 15 13 13 13 13 20 26 13 13 20 13 10 13 13 10 13 13 13
 13 13 13 12  0  0  0 13 13 13 13 13 13 13 13 13 13 13 13 10 13 13 13 13
 13 13 13 13 13]","{13: 81, 2: 13, 4: 13, 6: 12, 0: 9, 5: 6, 10: 6, 1: 6, 3: 3, 20: 3, 9: 3, 28: 2, 58: 2, 25: 2, 16: 2, 11: 2, 14: 2, 12: 2, 29: 2, 7: 2, 22: 2, 52: 1, 51: 1, 46: 1, 50: 1, 49: 1, 48: 1, 47: 1, 54: 1, 45: 1, 53: 1, 60: 1, 55: 1, 56: 1, 57: 1, 59: 1, 43: 1, 61: 1, 62: 1, 63: 1, 64: 1, 65: 1, 44: 1, 33: 1, 42: 1, 27: 1, 8: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 26: 1, 30: 1, 41: 1, 31: 1, 32: 1, 34: 1, 35: 1, 36: 1, 37: 1, 38: 1, 39: 1, 40: 1, 66: 1}",0.5398701763502074
cluster_68,"[52 13 49 47 51  5  5  5  1  5 53 61 29 29  6 25 66 50 63 25 14 13 14 13
 37  1  6  6  6  1  6  6  6  6  6  1  1  6  1  6  2  2  2  2  2  0  1  1
  0  2  6  2  0  0  2  5  0 11 11  5  2  2  2 13 13 57 35 48 40 34  2 64
  0 58 58 22 62 22  3 24 39 38  7 41 43 46 44 65 18 55 59 36  7 31  4  1
  1  1  1  1 21 56  4 17 13  4 13 19 30 54 23 67 45 42 32 13 13 13 13  2
 13 13 13 13 13 13 13  3  3 13 27 33 33 13 13 28 16 20 13 13 13 13 10 10
 13  8 13 13 13 13 13  9 60 20 16 20 13 13 13 12 20 13 13 13 13 28 13 13
 13 13 10 13 13 13 15 13 13 13 13  9 26 13 13  9 13 10 13 13 10 13 13 13
 13 13 13 12 16 20 16 13 13 13 13 13 13 13 13 13 13 13 13 10 13 13 13 13
 13 13 13 13 13]","{13: 81, 2: 13, 1: 13, 6: 12, 0: 6, 10: 6, 5: 6, 20: 5, 16: 4, 9: 3, 4: 3, 3: 3, 29: 2, 28: 2, 58: 2, 25: 2, 33: 2, 22: 2, 14: 2, 12: 2, 11: 2, 7: 2, 63: 1, 66: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 55: 1, 54: 1, 62: 1, 56: 1, 57: 1, 65: 1, 59: 1, 60: 1, 44: 1, 61: 1, 64: 1, 45: 1, 34: 1, 43: 1, 27: 1, 8: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 26: 1, 30: 1, 42: 1, 31: 1, 32: 1, 35: 1, 36: 1, 37: 1, 38: 1, 39: 1, 40: 1, 41: 1, 67: 1}",0.5320608411434911
cluster_69,"[52 13 49 47 51  5  5  5  1  5 53 61 29 29  2 25 66 50 63 25 14 13 14 13
 37  1  2  2  2  1  2  2  2  2  2  1  1  2  1  2  0  0  0  0  0  7  1  1
  7  0  2  0  7  7  0  5  6 11 11  5  0  0  0 13 13 57 35 48 40 34  0 64
  6 58 58 22 62 22  3 24 39 38 16 41 43 46 44 65 18 55 59 36 16 31  4  1
  1  1  1  1 21 56  4 17 13  4 13 19 30 54 23 67 45 42 32 13 13 13 13  0
 13 13 13 13 13 13 13  3  3 13 27 68 68 13 13 28 33 20 13 13 13 13 10 10
 13  8 13 13 13 13 13  9 60 20 33 20 13 13 13 12 20 13 13 13 13 28 13 13
 13 13 10 13 13 13 15 13 13 13 13  9 26 13 13  9 13 10 13 13 10 13 13 13
 13 13 13 12 33 20 33 13 13 13 13 13 13 13 13 13 13 13 13 10 13 13 13 13
 13 13 13 13 13]","{13: 81, 0: 13, 1: 13, 2: 12, 5: 6, 10: 6, 20: 5, 7: 4, 33: 4, 3: 3, 4: 3, 9: 3, 58: 2, 29: 2, 28: 2, 25: 2, 22: 2, 68: 2, 16: 2, 14: 2, 12: 2, 6: 2, 11: 2, 18: 1, 57: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 54: 1, 55: 1, 56: 1, 59: 1, 46: 1, 60: 1, 61: 1, 62: 1, 63: 1, 64: 1, 65: 1, 66: 1, 67: 1, 47: 1, 43: 1, 45: 1, 32: 1, 17: 1, 21: 1, 23: 1, 24: 1, 15: 1, 26: 1, 27: 1, 30: 1, 31: 1, 8: 1, 44: 1, 35: 1, 36: 1, 37: 1, 38: 1, 39: 1, 40: 1, 41: 1, 42: 1, 19: 1, 34: 1}",0.5274887000575009
cluster_70,"[52  6 49 47 51  5  5  5  1  5 53 61 29 29  0 25 66 50 63 25 14  6 14  6
 37  1  0  0  0  1  0  0  0  0  0  1  1  0  1  0 13 13 13 13 13  7  1  1
  7 13  0 13  7  7 13  5  2 11 11  5 13 13 13  6  6 57 35 48 40 69 13 64
  2 58 58 22 62 22  3 24 39 38 16 41 43 46 44 65 18 55 59 36 16 31  4  1
  1  1  1  1 21 56  4 17  6  4  6 19 30 54 23 67 45 42 32  6  6  6  6 34
  6  6  6  6  6  6  6  3  3  6 27 68 68  6  6 28 33 20  6  6  6  6 10 10
  6  8  6  6  6  6  6  9 60 20 33 20  6  6  6 12 20  6  6  6  6 28  6  6
  6  6 10  6  6  6 15  6  6  6  6  9 26  6  6  9  6 10  6  6 10  6  6  6
  6  6  6 12 33 20 33  6  6  6  6  6  6  6  6  6  6  6  6 10  6  6  6  6
  6  6  6  6  6]","{6: 81, 1: 13, 0: 12, 13: 12, 5: 6, 10: 6, 20: 5, 7: 4, 33: 4, 3: 3, 4: 3, 9: 3, 58: 2, 29: 2, 28: 2, 25: 2, 22: 2, 68: 2, 16: 2, 14: 2, 12: 2, 11: 2, 2: 2, 66: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 54: 1, 55: 1, 57: 1, 56: 1, 65: 1, 59: 1, 60: 1, 67: 1, 61: 1, 62: 1, 45: 1, 63: 1, 64: 1, 46: 1, 35: 1, 44: 1, 43: 1, 8: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 26: 1, 27: 1, 30: 1, 31: 1, 32: 1, 34: 1, 36: 1, 37: 1, 38: 1, 39: 1, 40: 1, 41: 1, 42: 1, 69: 1}",0.52012251060924
cluster_71,"[52  2 49 47 51  5  5  5  1  5 53 61 29 29 16 25 66 50 63 25 14  2 14  2
 37  1  6  6  6  1 16 16  6  6 16  1  1  6  1  6 13 13 13 13 13  7  1  1
  7 13  6 13  7  7 13  5  0 11 11  5 13 13 13  2  2 57 35 48 40 69 13 64
  0 58 58 22 62 22  3 24 39 38 34 41 43 46 44 65 18 55 59 36 34 31  4  1
  1  1  1  1 21 56  4 17  2  4  2 19 30 54 23 67 45 42 32  2  2  2  2 70
  2  2  2  2  2  2  2  3  3  2 27 68 68  2  2 28 33 20  2  2  2  2 10 10
  2  8  2  2  2  2  2  9 60 20 33 20  2  2  2 12 20  2  2  2  2 28  2  2
  2  2 10  2  2  2 15  2  2  2  2  9 26  2  2  9  2 10  2  2 10  2  2  2
  2  2  2 12 33 20 33  2  2  2  2  2  2  2  2  2  2  2  2 10  2  2  2  2
  2  2  2  2  2]","{2: 81, 1: 13, 13: 12, 6: 8, 10: 6, 5: 6, 20: 5, 16: 4, 33: 4, 7: 4, 9: 3, 4: 3, 3: 3, 58: 2, 29: 2, 28: 2, 25: 2, 22: 2, 0: 2, 68: 2, 14: 2, 12: 2, 11: 2, 34: 2, 51: 1, 50: 1, 52: 1, 49: 1, 53: 1, 54: 1, 55: 1, 56: 1, 48: 1, 63: 1, 57: 1, 59: 1, 60: 1, 61: 1, 62: 1, 46: 1, 64: 1, 65: 1, 66: 1, 67: 1, 69: 1, 47: 1, 35: 1, 45: 1, 44: 1, 8: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 26: 1, 27: 1, 30: 1, 31: 1, 32: 1, 36: 1, 37: 1, 38: 1, 39: 1, 40: 1, 41: 1, 42: 1, 43: 1, 70: 1}",0.5338405221127684
cluster_72,"[52  0 49 47 51  2  2  2  1  2 53 61 29 29 16 12 66 50 63 12 14  0 14  0
 37  1  6  6  6  1 16 16  6  6 16  1  1  6  1  6 13 13 13 13 13  7  1  1
  7 13  6 13  7  7 13  2 71 11 11  2 13 13 13  0  0 57 35 48 40 69 13 64
 25 58 58 22 62 22  3 24 39 38 34 41 43 46 44 65 18 55 59 36 34 31  4  1
  1  1  1  1 21 56  4 17  0  4  0 19 30 54 23 67 45 42 32  0  0  0  0 70
  0  0  0  0  0  0  0  3  3  0 27 68 68  0  0 28 33 20  0  0  0  0 10 10
  0  8  0  0  0  0  0  9 60 20 33 20  0  0  0  5 20  0  0  0  0 28  0  0
  0  0 10  0  0  0 15  0  0  0  0  9 26  0  0  9  0 10  0  0 10  0  0  0
  0  0  0  5 33 20 33  0  0  0  0  0  0  0  0  0  0  0  0 10  0  0  0  0
  0  0  0  0  0]","{0: 81, 1: 13, 13: 12, 6: 8, 10: 6, 2: 6, 20: 5, 33: 4, 16: 4, 7: 4, 9: 3, 3: 3, 4: 3, 12: 2, 14: 2, 34: 2, 29: 2, 28: 2, 11: 2, 22: 2, 68: 2, 5: 2, 58: 2, 48: 1, 52: 1, 51: 1, 53: 1, 54: 1, 55: 1, 50: 1, 56: 1, 49: 1, 64: 1, 57: 1, 59: 1, 60: 1, 61: 1, 62: 1, 63: 1, 46: 1, 65: 1, 66: 1, 67: 1, 69: 1, 70: 1, 47: 1, 36: 1, 45: 1, 27: 1, 8: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 30: 1, 44: 1, 31: 1, 32: 1, 35: 1, 37: 1, 38: 1, 39: 1, 40: 1, 41: 1, 42: 1, 43: 1, 71: 1}",0.5311063274520423
cluster_73,"[52  1 49 47 51  2  2  2  0  2 53 61 29 29 16 12 66 50 63 12 14  1 14  1
 37  0  6  6  6  0 16 16  6  6 16  0  0  6  0  6 13 13 13 13 13  7  0  0
  7 13  6 13  7  7 13  2 71 11 11  2 13 13 13  1  1 57 72 48 40 69 13 64
 25 58 58 22 62 22  3 24 39 38 34 41 43 46 44 65 18 55 59 36 34 31  4  0
  0  0  0  0 21 56  4 35  8  4  8 19 30 54 23 67 45 42 32  1  1  1  1 70
  1  1  1  1  1  1  1  3  3  1 27 68 68  1  1 28 33 20  1  1  1  1 10 10
  1 17  1  1  1  1  1  9 60 20 33 20  1  1  8  5 20  1  1  1  1 28  1  1
  1  1 10  1  1  1 15  1  1  1  1  9 26  1  1  9  1 10  1  1 10  1  1  1
  1  1  1  5 33 20 33  1  1  1  1  1  1  1  1  1  1  1  8 10  1  1  1  1
  1  1  1  1  1]","{1: 77, 0: 13, 13: 12, 6: 8, 10: 6, 2: 6, 20: 5, 33: 4, 16: 4, 7: 4, 8: 4, 9: 3, 3: 3, 4: 3, 68: 2, 58: 2, 29: 2, 28: 2, 22: 2, 34: 2, 5: 2, 14: 2, 12: 2, 11: 2, 51: 1, 50: 1, 53: 1, 54: 1, 55: 1, 56: 1, 57: 1, 49: 1, 52: 1, 66: 1, 59: 1, 60: 1, 61: 1, 62: 1, 63: 1, 64: 1, 65: 1, 47: 1, 67: 1, 69: 1, 70: 1, 71: 1, 48: 1, 36: 1, 46: 1, 30: 1, 15: 1, 17: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 31: 1, 45: 1, 32: 1, 35: 1, 37: 1, 38: 1, 39: 1, 40: 1, 41: 1, 42: 1, 43: 1, 44: 1, 72: 1}",0.5143514419116054
cluster_74,"[52  0 49 47 51  2  2  2 17  2 53 61 29 29 16 12 66 50 63 12 14  0 14  0
 37 10  6  6  6 17 16 16  6  6 16 10 17  6 17  6 13 13 13 13 13  7 10 10
  7 13  6 13  7  7 13  2 71 11 11  2 13 13 13  0  0 57 72 48 40 69 13 64
 25 58 58 22 62 22  3 24 39 38 34 41 43 46 44 65 18 55 59 73 34 31  1 17
 17 17 17 17 21 56  1 35  8  1  8 19 30 54 23 67 45 42 32  0  0  0  0 70
  0  0  0  0  0  0  0  3  3  0 27 68 68  0  0 28 33 20  0  0  0  0  4  4
  0 36  0  0  0  0  0  9 60 20 33 20  0  0  8  5 20  0  0  0  0 28  0  0
  0  0  4  0  0  0 15  0  0  0  0  9 26  0  0  9  0  4  0  0  4  0  0  0
  0  0  0  5 33 20 33  0  0  0  0  0  0  0  0  0  0  0  8  4  0  0  0  0
  0  0  0  0  0]","{0: 77, 13: 12, 17: 9, 6: 8, 4: 6, 2: 6, 20: 5, 33: 4, 7: 4, 8: 4, 16: 4, 10: 4, 3: 3, 9: 3, 1: 3, 58: 2, 29: 2, 28: 2, 68: 2, 22: 2, 34: 2, 14: 2, 12: 2, 11: 2, 5: 2, 53: 1, 51: 1, 60: 1, 54: 1, 55: 1, 56: 1, 57: 1, 50: 1, 59: 1, 52: 1, 67: 1, 61: 1, 62: 1, 63: 1, 64: 1, 65: 1, 66: 1, 48: 1, 69: 1, 70: 1, 71: 1, 72: 1, 49: 1, 37: 1, 47: 1, 31: 1, 15: 1, 18: 1, 19: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 30: 1, 32: 1, 46: 1, 35: 1, 36: 1, 38: 1, 39: 1, 40: 1, 41: 1, 42: 1, 43: 1, 44: 1, 45: 1, 73: 1}",0.5010007796933299
